GAME_ID,GAME_DATE,HOME_TEAM_ABBREV,AWAY_TEAM_ABBREV,SEASON_TYPE
0022401055,2025-03-26,IND,LAL,Regular Season
0022401056,2025-03-26,NYK,LAC,Regular Season
0022401057,2025-03-26,DEN,MIL,Regular Season
0022401058,2025-03-26,PHX,BOS,Regular Season
0022401059,2025-03-27,CLE,SAS,Regular Season
0022401060,2025-03-27,ORL,DAL,Regular Season
0022401061,2025-03-27,WAS,IND,Regular Season
0022401062,2025-03-27,MIA,ATL,Regular Season
0022401063,2025-03-27,CHI,LAL,Regular Season
0022401064,2025-03-27,OKC,MEM,Regular Season
0022401065,2025-03-27,UTA,HOU,Regular Season
0022401066,2025-03-27,SAC,POR,Regular Season
0022401067,2025-03-28,DET,CLE,Regular Season
0022401068,2025-03-28,BKN,LAC,Regular Season
0022401069,2025-03-28,TOR,CHA,Regular Season
0022401070,2025-03-28,MIL,NYK,Regular Season
0022401071,2025-03-28,MIN,PHX,Regular Season
0022401072,2025-03-28,NOP,GSW,Regular Season
0022401073,2025-03-28,DEN,UTA,Regular Season
0022401074,2025-03-29,ORL,SAC,Regular Season
0022401075,2025-03-29,WAS,BKN,Regular Season
0022401076,2025-03-29,PHI,MIA,Regular Season
0022401077,2025-03-29,CHI,DAL,Regular Season
0022401078,2025-03-29,MEM,LAL,Regular Season
0022401079,2025-03-29,OKC,IND,Regular Season
0022401080,2025-03-29,SAS,BOS,Regular Season
0022401081,2025-03-30,CLE,LAC,Regular Season
0022401082,2025-03-30,NYK,POR,Regular Season
0022401083,2025-03-30,MIL,ATL,Regular Season
0022401084,2025-03-30,MIN,DET,Regular Season
0022401085,2025-03-30,NOP,CHA,Regular Season
0022401086,2025-03-30,SAS,GSW,Regular Season
0022401087,2025-03-30,PHI,TOR,Regular Season
0022401088,2025-03-30,PHX,HOU,Regular Season
0022401089,2025-03-31,CHA,UTA,Regular Season
0022401090,2025-03-31,IND,SAC,Regular Season
0022401091,2025-03-31,ORL,LAC,Regular Season
0022401092,2025-03-31,WAS,MIA,Regular Season
0022401093,2025-03-31,MEM,BOS,Regular Season
0022401094,2025-03-31,OKC,CHI,Regular Season
0022401095,2025-03-31,DAL,BKN,Regular Season
0022401096,2025-03-31,LAL,HOU,Regular Season
0022400988,2025-04-01,SAS,ORL,Regular Season
0022401097,2025-04-01,ATL,POR,Regular Season
0022401098,2025-04-01,NYK,PHI,Regular Season
0022401099,2025-04-01,CHI,TOR,Regular Season
0022401100,2025-04-01,MEM,GSW,Regular Season
0022401101,2025-04-01,MIL,PHX,Regular Season
0022401102,2025-04-01,DEN,MIN,Regular Season
0022401103,2025-04-02,CLE,NYK,Regular Season
0022401104,2025-04-02,IND,CHA,Regular Season
0022401105,2025-04-02,WAS,SAC,Regular Season
0022401106,2025-04-02,BOS,MIA,Regular Season
0022401107,2025-04-02,HOU,UTA,Regular Season
0022401108,2025-04-02,OKC,DET,Regular Season
0022401109,2025-04-02,DAL,ATL,Regular Season
0022401110,2025-04-02,DEN,SAS,Regular Season
0022401111,2025-04-02,LAC,NOP,Regular Season
0022401112,2025-04-03,WAS,ORL,Regular Season
0022401113,2025-04-03,BKN,MIN,Regular Season
0022401114,2025-04-03,MIA,MEM,Regular Season
0022401115,2025-04-03,PHI,MIL,Regular Season
0022401116,2025-04-03,TOR,POR,Regular Season
0022401117,2025-04-03,LAL,GSW,Regular Season
0022401118,2025-04-04,CHA,SAC,Regular Season
0022401119,2025-04-04,IND,UTA,Regular Season
0022401120,2025-04-04,BOS,PHX,Regular Season
0022401121,2025-04-04,TOR,DET,Regular Season
0022401122,2025-04-04,CHI,POR,Regular Season
0022401123,2025-04-04,HOU,OKC,Regular Season
0022401124,2025-04-04,SAS,CLE,Regular Season
0022401125,2025-04-04,GSW,DEN,Regular Season
0022401126,2025-04-04,LAL,NOP,Regular Season
0022401127,2025-04-04,LAC,DAL,Regular Season
0022401128,2025-04-05,ATL,NYK,Regular Season
0022401129,2025-04-05,DET,MEM,Regular Season
0022401130,2025-04-05,PHI,MIN,Regular Season
0022401131,2025-04-05,MIA,MIL,Regular Season
0022401132,2025-04-05,LAC,DAL,Regular Season
0022400617,2025-04-06,NOP,MIL,Regular Season
0022401133,2025-04-06,CHA,CHI,Regular Season
0022401134,2025-04-06,BKN,TOR,Regular Season
0022401135,2025-04-06,OKC,LAL,Regular Season
0022401136,2025-04-06,ATL,UTA,Regular Season
0022401137,2025-04-06,BOS,WAS,Regular Season
0022401138,2025-04-06,CLE,SAC,Regular Season
0022401139,2025-04-06,POR,SAS,Regular Season
0022401140,2025-04-06,NYK,PHX,Regular Season
0022401142,2025-04-06,DEN,IND,Regular Season
0022401143,2025-04-06,GSW,HOU,Regular Season
0022401144,2025-04-07,DET,SAC,Regular Season
0022401145,2025-04-07,MIA,PHI,Regular Season
0022401146,2025-04-08,CHA,MEM,Regular Season
0022401147,2025-04-08,CLE,CHI,Regular Season
0022401148,2025-04-08,IND,WAS,Regular Season
0022401149,2025-04-08,ORL,ATL,Regular Season
0022401150,2025-04-08,BKN,NOP,Regular Season
0022401151,2025-04-08,NYK,BOS,Regular Season
0022401152,2025-04-08,MIL,MIN,Regular Season
0022401153,2025-04-08,OKC,LAL,Regular Season
0022401154,2025-04-08,PHX,GSW,Regular Season
0022401155,2025-04-08,LAC,SAS,Regular Season
0022401156,2025-04-09,ORL,BOS,Regular Season
0022401157,2025-04-09,WAS,PHI,Regular Season
0022401158,2025-04-09,TOR,CHA,Regular Season
0022401159,2025-04-09,DAL,LAL,Regular Season
0022401160,2025-04-09,CHI,MIA,Regular Season
0022401162,2025-04-09,UTA,POR,Regular Season
0022401163,2025-04-09,GSW,SAS,Regular Season
0022401164,2025-04-09,PHX,OKC,Regular Season
0022401165,2025-04-09,SAC,DEN,Regular Season
0022401166,2025-04-09,LAC,HOU,Regular Season
0022401161,2025-04-10,MIL,NOP,Regular Season
0022401167,2025-04-10,DET,NYK,Regular Season
0022401168,2025-04-10,IND,CLE,Regular Season
0022401169,2025-04-10,BKN,ATL,Regular Season
0022401170,2025-04-10,MEM,MIN,Regular Season
0022401171,2025-04-11,DET,MIL,Regular Season
0022401172,2025-04-11,IND,ORL,Regular Season
0022401173,2025-04-11,PHI,ATL,Regular Season
0022401174,2025-04-11,BOS,CHA,Regular Season
0022401175,2025-04-11,NYK,CLE,Regular Season
0022401176,2025-04-11,CHI,WAS,Regular Season
0022401177,2025-04-11,NOP,MIA,Regular Season
0022401178,2025-04-11,DAL,TOR,Regular Season
0022401179,2025-04-11,MIN,BKN,Regular Season
0022401180,2025-04-11,DEN,MEM,Regular Season
0022401181,2025-04-11,UTA,OKC,Regular Season
0022401182,2025-04-11,PHX,SAS,Regular Season
0022401183,2025-04-11,POR,GSW,Regular Season
0022401184,2025-04-11,SAC,LAC,Regular Season
0022401185,2025-04-11,LAL,HOU,Regular Season
0022401186,2025-04-13,ATL,ORL,Regular Season
0022401187,2025-04-13,BOS,CHA,Regular Season
0022401188,2025-04-13,BKN,NYK,Regular Season
0022401189,2025-04-13,CLE,IND,Regular Season
0022401190,2025-04-13,MIA,WAS,Regular Season
0022401191,2025-04-13,PHI,CHI,Regular Season
0022401192,2025-04-13,MIL,DET,Regular Season
0022401193,2025-04-13,HOU,DEN,Regular Season
0022401194,2025-04-13,MEM,DAL,Regular Season
0022401195,2025-04-13,MIN,UTA,Regular Season
0022401196,2025-04-13,NOP,OKC,Regular Season
0022401197,2025-04-13,SAS,TOR,Regular Season
0022401198,2025-04-13,GSW,LAC,Regular Season
0022401199,2025-04-13,POR,LAL,Regular Season
0022401200,2025-04-13,SAC,PHX,Regular Season
0042400121,2025-04-19,NYK,DET,Playoffs
0042400131,2025-04-19,IND,MIL,Playoffs
0042400161,2025-04-19,LAL,MIN,Playoffs
0042400171,2025-04-19,DEN,LAC,Playoffs
0042400101,2025-04-20,CLE,MIA,Playoffs
0042400111,2025-04-20,BOS,ORL,Playoffs
0042400141,2025-04-20,OKC,MEM,Playoffs
0042400151,2025-04-20,HOU,GSW,Playoffs
0042400122,2025-04-21,NYK,DET,Playoffs
0042400172,2025-04-21,DEN,LAC,Playoffs
0042400132,2025-04-22,IND,MIL,Playoffs
0042400142,2025-04-22,OKC,MEM,Playoffs
0042400162,2025-04-22,LAL,MIN,Playoffs
0042400102,2025-04-23,CLE,MIA,Playoffs
0042400112,2025-04-23,BOS,ORL,Playoffs
0042400152,2025-04-23,HOU,GSW,Playoffs
0042400123,2025-04-24,DET,NYK,Playoffs
0042400143,2025-04-24,MEM,OKC,Playoffs
0042400173,2025-04-24,LAC,DEN,Playoffs
0042400113,2025-04-25,ORL,BOS,Playoffs
0042400133,2025-04-25,MIL,IND,Playoffs
0042400163,2025-04-25,MIN,LAL,Playoffs
0042400103,2025-04-26,MIA,CLE,Playoffs
0042400144,2025-04-26,MEM,OKC,Playoffs
0042400153,2025-04-26,GSW,HOU,Playoffs
0042400174,2025-04-26,LAC,DEN,Playoffs
0042400114,2025-04-27,ORL,BOS,Playoffs
0042400124,2025-04-27,DET,NYK,Playoffs
0042400134,2025-04-27,MIL,IND,Playoffs
0042400164,2025-04-27,MIN,LAL,Playoffs
0042400104,2025-04-28,MIA,CLE,Playoffs
0042400154,2025-04-28,GSW,HOU,Playoffs
0042400115,2025-04-29,BOS,ORL,Playoffs
0042400125,2025-04-29,NYK,DET,Playoffs
0042400135,2025-04-29,IND,MIL,Playoffs
0042400175,2025-04-29,DEN,LAC,Playoffs
0042400155,2025-04-30,HOU,GSW,Playoffs
0042400165,2025-04-30,LAL,MIN,Playoffs
0042400126,2025-05-01,DET,NYK,Playoffs
0042400176,2025-05-01,LAC,DEN,Playoffs
0042400156,2025-05-02,GSW,HOU,Playoffs
0042400177,2025-05-03,DEN,LAC,Playoffs
0042400157,2025-05-04,HOU,GSW,Playoffs
0042400201,2025-05-04,CLE,IND,Playoffs
0042400211,2025-05-05,BOS,NYK,Playoffs
0042400221,2025-05-05,OKC,DEN,Playoffs
0042400202,2025-05-06,CLE,IND,Playoffs
0042400231,2025-05-06,MIN,GSW,Playoffs
0042400212,2025-05-07,BOS,NYK,Playoffs
0042400222,2025-05-07,OKC,DEN,Playoffs
0042400232,2025-05-08,MIN,GSW,Playoffs
0042400203,2025-05-09,IND,CLE,Playoffs
0042400223,2025-05-09,DEN,OKC,Playoffs
0042400213,2025-05-10,NYK,BOS,Playoffs
0042400233,2025-05-10,GSW,MIN,Playoffs
0042400204,2025-05-11,IND,CLE,Playoffs
0042400224,2025-05-11,DEN,OKC,Playoffs
0042400214,2025-05-12,NYK,BOS,Playoffs
0042400234,2025-05-12,GSW,MIN,Playoffs
0042400205,2025-05-13,CLE,IND,Playoffs
0042400225,2025-05-13,OKC,DEN,Playoffs
0042400215,2025-05-14,BOS,NYK,Playoffs
0042400235,2025-05-14,MIN,GSW,Playoffs
0042400226,2025-05-15,DEN,OKC,Playoffs
0042400216,2025-05-16,NYK,BOS,Playoffs
0042400227,2025-05-18,OKC,DEN,Playoffs
0042400311,2025-05-20,OKC,MIN,Playoffs
0042400301,2025-05-21,NYK,IND,Playoffs
0042400312,2025-05-22,OKC,MIN,Playoffs
0042400302,2025-05-23,NYK,IND,Playoffs
0042400313,2025-05-24,MIN,OKC,Playoffs
0042400303,2025-05-25,IND,NYK,Playoffs
0042400314,2025-05-26,MIN,OKC,Playoffs
0042400304,2025-05-27,IND,NYK,Playoffs
0042400315,2025-05-28,OKC,MIN,Playoffs
0042400305,2025-05-29,NYK,IND,Playoffs
0042400306,2025-05-31,IND,NYK,Playoffs
0042400401,2025-06-05,OKC,IND,Playoffs
0042400402,2025-06-08,OKC,IND,Playoffs
0042400403,2025-06-11,IND,OKC,Playoffs
0042400404,2025-06-13,IND,OKC,Playoffs
0042400405,2025-06-16,OKC,IND,Playoffs
0042400406,2025-06-19,IND,OKC,Playoffs
0042400407,2025-06-22,OKC,IND,Playoffs
